        		-5.33e-007	-0.264					-5.33e-007	-0.28	
			-5.32e-007	-0.272					-5.32e-007	-0.272	
			-5.31e-007	-0.272					-5.31e-007	-0.28	
			-5.3e-007	-0.28					-5.3e-007	-0.272	
			-5.29e-007	-0.272					-5.29e-007	-0.272	
			-5.28e-007	-0.272					-5.28e-007	-0.28	
			-5.27e-007	-0.272					-5.27e-007	-0.28	
			-5.26e-007	-0.264					-5.26e-007	-0.264	
			-5.25e-007	-0.272					-5.25e-007	-0.272	
			-5.24e-007	-0.272					-5.24e-007	-0.256	
			-5.23e-007	-0.264					-5.23e-007	-0.264	
			-5.22e-007	-0.28					-5.22e-007	-0.272	
			-5.21e-007	-0.264					-5.21e-007	-0.272	
			-5.2e-007	-0.272					-5.2e-007	-0.264	
			-5.19e-007	-0.272					-5.19e-007	-0.264	
			-5.18e-007	-0.28					-5.18e-007	-0.264	
			-5.17e-007	-0.28					-5.17e-007	-0.264	
			-5.16e-007	-0.272					-5.16e-007	-0.28	
			-5.15e-007	-0.272					-5.15e-007	-0.28	
			-5.14e-007	-0.272					-5.14e-007	-0.28	
			-5.13e-007	-0.272					-5.13e-007	-0.28	
			-5.12e-007	-0.264					-5.12e-007	-0.272	
			-5.11e-007	-0.272					-5.11e-007	-0.272	
			-5.1e-007	-0.272					-5.1e-007	-0.272	
			-5.09e-007	-0.28					-5.09e-007	-0.272	
			-5.08e-007	-0.28					-5.08e-007	-0.28	
			-5.07e-007	-0.28					-5.07e-007	-0.272	
			-5.06e-007	-0.28					-5.06e-007	-0.264	
			-5.05e-007	-0.272					-5.05e-007	-0.272	
			-5.04e-007	-0.272					-5.04e-007	-0.272	
			-5.03e-007	-0.272					-5.03e-007	-0.272	
			-5.02e-007	-0.28					-5.02e-007	-0.264	
			-5.01e-007	-0.272					-5.01e-007	-0.264	
			-5e-007	-0.264					-5e-007	-0.264	
			-4.99e-007	-0.264					-4.99e-007	-0.272	
			-4.98e-007	-0.272					-4.98e-007	-0.272	
			-4.97e-007	-0.264					-4.97e-007	-0.272	
			-4.96e-007	-0.264					-4.96e-007	-0.264	
			-4.95e-007	-0.264					-4.95e-007	-0.272	
			-4.94e-007	-0.264					-4.94e-007	-0.272	
			-4.93e-007	-0.256					-4.93e-007	-0.256	
			-4.92e-007	-0.264					-4.92e-007	-0.264	
			-4.91e-007	-0.264					-4.91e-007	-0.264	
			-4.9e-007	-0.264					-4.9e-007	-0.264	
			-4.89e-007	-0.272					-4.89e-007	-0.264	
			-4.88e-007	-0.256					-4.88e-007	-0.264	
			-4.87e-007	-0.264					-4.87e-007	-0.272	
			-4.86e-007	-0.272					-4.86e-007	-0.272	
			-4.85e-007	-0.264					-4.85e-007	-0.272	
			-4.84e-007	-0.264					-4.84e-007	-0.264	
			-4.83e-007	-0.272					-4.83e-007	-0.272	
			-4.82e-007	-0.264					-4.82e-007	-0.28	
			-4.81e-007	-0.264					-4.81e-007	-0.272	
			-4.8e-007	-0.272					-4.8e-007	-0.264	
			-4.79e-007	-0.272					-4.79e-007	-0.264	
			-4.78e-007	-0.28					-4.78e-007	-0.272	
			-4.77e-007	-0.272					-4.77e-007	-0.264	
			-4.76e-007	-0.28					-4.76e-007	-0.272	
			-4.75e-007	-0.272					-4.75e-007	-0.272	
			-4.74e-007	-0.272					-4.74e-007	-0.28	
			-4.73e-007	-0.28					-4.73e-007	-0.264	
			-4.72e-007	-0.272					-4.72e-007	-0.272	
